Offspring ID,Loci typed,Father ID,Loci typed,Pair loci compared,Pair loci mismatching,Pair LOD score,Candidate mother ID,Loci typed,Pair loci compared,Pair loci mismatching,Pair LOD score,Pair top LOD,Pair confidence,Trio loci compared,Trio loci mismatching,Trio LOD score,Trio top LOD,Trio confidence
AC20NSNT_0001,12,,0,0,0, 0.00000000000000E+0000,OtsAC15NSNT_1287,12,12,0, 2.33856185549155E+0001, 2.33856185549155E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
AC20NSNT_0001,12,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_2075,12,12,3, 2.40518368167524E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
AC20NSNT_0001,12,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_2638,12,12,3, 1.36296472597108E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
AC20NSNT_0001,12,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_2641,12,12,3, 8.26596169435768E-0001, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
AC20NSNT_0002,12,,0,0,0, 0.00000000000000E+0000,NS_15_OP_AD_525,12,12,0, 1.46099041092245E+0001, 1.46099041092245E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
AC20NSNT_0003,12,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_2160,12,12,0, 1.72839821904065E+0001, 1.72839821904065E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
AC20NSNT_0003,12,,0,0,0, 0.00000000000000E+0000,OtsAC15NSNT_1342,12,12,3, 5.95849725126362E-0001, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
AC20NSNT_0004,12,,0,0,0, 0.00000000000000E+0000,NS_15_OP_AD_407,12,12,0, 1.51016181480214E+0001, 1.51016181480214E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
AC20NSNT_0006,12,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_2391,12,12,0, 1.05529308993960E+0001, 1.05529308993960E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
AC20NSNT_0006,12,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_2725,12,12,1, 5.20510801443216E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
AC20NSNT_0006,12,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_1601,12,12,1, 5.19876825558906E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
AC20NSNT_0006,12,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_1763,12,12,2, 4.63971992877513E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
AC20NSNT_0006,12,,0,0,0, 0.00000000000000E+0000,OtsAC15NSNT_1893,12,12,1, 4.63794978476995E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
AC20NSNT_0006,12,,0,0,0, 0.00000000000000E+0000,OtsAC15NSNT_1321,12,12,2, 3.71100540856850E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
AC20NSNT_0006,12,,0,0,0, 0.00000000000000E+0000,OtsAC15NSNT_1019,12,12,2, 3.33553015251771E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
AC20NSNT_0006,12,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_2334,12,12,2, 3.21538200131270E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
AC20NSNT_0006,12,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_2766,12,12,2, 1.01619570612935E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
AC20NSNT_0006,12,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_2655,12,12,2, 8.99086221934868E-0001, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
AC20NSNT_0006,12,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_2421,12,12,2, 7.86293782416495E-0001, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
AC20NSNT_0006,12,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_2090,12,12,2, 3.42873237790028E-0001, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
AC20NSNT_0007,12,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_2729,12,12,0, 1.87496413782494E+0001, 1.87496413782494E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
AC20NSNT_0007,12,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_2332,12,12,1, 1.25057368453254E+0001, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
AC20NSNT_0007,12,,0,0,0, 0.00000000000000E+0000,OtsAC15NSNT_1897,12,12,1, 1.16672602703436E+0001, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
AC20NSNT_0007,12,,0,0,0, 0.00000000000000E+0000,OtsAC15NSNT_1426,12,12,1, 1.13082693360721E+0001, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
AC20NSNT_0007,12,,0,0,0, 0.00000000000000E+0000,OtsAC15NSNT_1623,12,12,2, 8.42217075414093E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
